[2022-11-14 23:25:58,636] 0	T_sample 17.15	T_update 4.91	ETA 12:14:56	expert_R_avg 0.3341 [0.3716,0.5172,0.2540,0.2063,0.2327,0.7706]	expert_R_range (0.0493, 0.9644)	eps_len 10.46
[2022-11-15 01:58:41,078] 387	T_sample 19.20	T_update 4.99	ETA 10:49:51	expert_R_avg 0.4828 [0.5921,0.5716,0.4837,0.1355,0.2864,0.1237]	expert_R_range (0.0439, 0.9413)	eps_len 73.32
[2022-11-15 01:59:04,842] 388	T_sample 18.74	T_update 4.99	ETA 10:36:59	expert_R_avg 0.4815 [0.5904,0.5709,0.4822,0.1322,0.2884,0.1231]	expert_R_range (0.0407, 0.9410)	eps_len 73.75
[2022-11-15 01:59:28,840] 389	T_sample 18.97	T_update 4.99	ETA 10:42:52	expert_R_avg 0.4824 [0.5913,0.5711,0.4834,0.1309,0.2898,0.1232]	expert_R_range (0.0295, 0.9423)	eps_len 74.40
[2022-11-15 01:59:53,310] 390	T_sample 19.45	T_update 4.98	ETA 10:54:58	expert_R_avg 0.4828 [0.5931,0.5708,0.4825,0.1279,0.2900,0.1220]	expert_R_range (0.0284, 0.9370)	eps_len 74.15
[2022-11-15 02:00:17,125] 391	T_sample 18.78	T_update 5.00	ETA 10:37:10	expert_R_avg 0.4823 [0.5931,0.5698,0.4813,0.1293,0.2883,0.1218]	expert_R_range (0.0306, 0.9402)	eps_len 73.28
[2022-11-15 02:00:40,764] 392	T_sample 18.60	T_update 5.00	ETA 10:32:02	expert_R_avg 0.4834 [0.5932,0.5692,0.4840,0.1319,0.2895,0.1215]	expert_R_range (0.0253, 0.9454)	eps_len 73.80
[2022-11-15 02:01:04,713] 393	T_sample 18.90	T_update 5.01	ETA 10:39:57	expert_R_avg 0.4839 [0.5932,0.5691,0.4848,0.1316,0.2922,0.1204]	expert_R_range (0.0364, 0.9432)	eps_len 74.08
[2022-11-15 02:01:28,663] 394	T_sample 18.94	T_update 4.97	ETA 10:39:36	expert_R_avg 0.4828 [0.5934,0.5697,0.4830,0.1281,0.2881,0.1206]	expert_R_range (0.0004, 0.9427)	eps_len 73.77
[2022-11-15 02:01:52,630] 395	T_sample 18.93	T_update 4.99	ETA 10:39:37	expert_R_avg 0.4835 [0.5932,0.5692,0.4851,0.1331,0.2877,0.1195]	expert_R_range (0.0311, 0.9398)	eps_len 73.67
[2022-11-15 02:02:16,560] 396	T_sample 18.93	T_update 4.96	ETA 10:38:15	expert_R_avg 0.4835 [0.5934,0.5681,0.4847,0.1340,0.2874,0.1195]	expert_R_range (0.0367, 0.9410)	eps_len 73.64
[2022-11-15 02:02:40,234] 397	T_sample 18.64	T_update 5.00	ETA 10:31:02	expert_R_avg 0.4842 [0.5942,0.5693,0.4861,0.1306,0.2879,0.1193]	expert_R_range (0.0179, 0.9381)	eps_len 73.35
[2022-11-15 02:03:03,884] 398	T_sample 18.63	T_update 4.98	ETA 10:29:59	expert_R_avg 0.4846 [0.5945,0.5703,0.4859,0.1306,0.2913,0.1189]	expert_R_range (0.0546, 0.9420)	eps_len 73.91
[2022-11-15 02:03:28,028] 399	T_sample 19.12	T_update 4.98	ETA 10:42:47	expert_R_avg 0.4844 [0.5930,0.5691,0.4885,0.1331,0.2874,0.1195]	expert_R_range (0.0148, 0.9450)	eps_len 73.40
[2022-11-15 02:03:51,986] 400	T_sample 18.91	T_update 5.00	ETA 10:37:13	expert_R_avg 0.4864 [0.5961,0.5712,0.4908,0.1303,0.2857,0.1193]	expert_R_range (0.0394, 0.9452)	eps_len 73.85
[2022-11-15 02:04:15,862] 401	T_sample 18.83	T_update 5.01	ETA 10:34:44	expert_R_avg 0.4830 [0.5941,0.5675,0.4828,0.1340,0.2848,0.1184]	expert_R_range (0.0648, 0.9426)	eps_len 74.09
[2022-11-15 02:04:39,754] 402	T_sample 18.85	T_update 5.01	ETA 10:34:51	expert_R_avg 0.4849 [0.5955,0.5702,0.4875,0.1296,0.2850,0.1189]	expert_R_range (0.0349, 0.9417)	eps_len 73.96
[2022-11-15 02:05:03,432] 403	T_sample 18.64	T_update 5.00	ETA 10:28:46	expert_R_avg 0.4835 [0.5951,0.5676,0.4828,0.1311,0.2864,0.1180]	expert_R_range (0.0276, 0.9415)	eps_len 73.32
[2022-11-15 02:05:27,030] 404	T_sample 18.57	T_update 4.99	ETA 10:26:16	expert_R_avg 0.4845 [0.5962,0.5686,0.4848,0.1295,0.2862,0.1174]	expert_R_range (0.0323, 0.9369)	eps_len 73.74
[2022-11-15 02:05:50,998] 405	T_sample 18.95	T_update 4.98	ETA 10:35:39	expert_R_avg 0.4847 [0.5970,0.5697,0.4841,0.1322,0.2853,0.1174]	expert_R_range (0.0133, 0.9371)	eps_len 74.33
[2022-11-15 02:06:14,685] 406	T_sample 18.66	T_update 4.99	ETA 10:27:47	expert_R_avg 0.4871 [0.5982,0.5685,0.4893,0.1338,0.2876,0.1156]	expert_R_range (0.0168, 0.9436)	eps_len 73.64
[2022-11-15 02:06:38,357] 407	T_sample 18.67	T_update 4.96	ETA 10:27:03	expert_R_avg 0.4876 [0.5998,0.5690,0.4881,0.1346,0.2872,0.1155]	expert_R_range (0.0450, 0.9382)	eps_len 74.38
[2022-11-15 02:07:01,942] 408	T_sample 18.55	T_update 4.99	ETA 10:24:18	expert_R_avg 0.4882 [0.6003,0.5693,0.4898,0.1312,0.2886,0.1147]	expert_R_range (0.0645, 0.9403)	eps_len 74.37
[2022-11-15 02:07:25,803] 409	T_sample 18.82	T_update 5.00	ETA 10:31:15	expert_R_avg 0.4879 [0.6018,0.5714,0.4859,0.1336,0.2889,0.1126]	expert_R_range (0.0328, 0.9389)	eps_len 73.88
[2022-11-15 02:07:49,458] 410	T_sample 18.62	T_update 4.99	ETA 10:25:14	expert_R_avg 0.4858 [0.6005,0.5676,0.4805,0.1311,0.2915,0.1136]	expert_R_range (0.0329, 0.9396)	eps_len 73.89
[2022-11-15 02:08:13,300] 411	T_sample 18.79	T_update 5.01	ETA 10:29:57	expert_R_avg 0.4914 [0.6057,0.5704,0.4902,0.1337,0.2920,0.1114]	expert_R_range (0.0023, 0.9365)	eps_len 73.37
[2022-11-15 02:08:37,403] 412	T_sample 19.07	T_update 4.99	ETA 10:36:26	expert_R_avg 0.4883 [0.6033,0.5669,0.4845,0.1298,0.2924,0.1105]	expert_R_range (0.0237, 0.9398)	eps_len 73.39
[2022-11-15 02:09:01,484] 413	T_sample 19.05	T_update 4.99	ETA 10:35:28	expert_R_avg 0.4938 [0.6084,0.5705,0.4936,0.1324,0.2937,0.1106]	expert_R_range (0.0266, 0.9435)	eps_len 73.34
[2022-11-15 02:09:25,107] 414	T_sample 18.60	T_update 4.99	ETA 10:22:59	expert_R_avg 0.4925 [0.6075,0.5686,0.4914,0.1338,0.2922,0.1096]	expert_R_range (0.0340, 0.9401)	eps_len 74.19
[2022-11-15 02:09:49,301] 415	T_sample 19.16	T_update 4.99	ETA 10:37:38	expert_R_avg 0.4917 [0.6066,0.5682,0.4910,0.1324,0.2901,0.1093]	expert_R_range (0.0111, 0.9375)	eps_len 73.78
[2022-11-15 02:10:13,233] 416	T_sample 18.91	T_update 4.98	ETA 10:30:21	expert_R_avg 0.4960 [0.6112,0.5721,0.4959,0.1361,0.2936,0.1084]	expert_R_range (0.0371, 0.9400)	eps_len 73.36
[2022-11-15 02:10:37,306] 417	T_sample 19.05	T_update 4.98	ETA 10:33:38	expert_R_avg 0.4934 [0.6090,0.5696,0.4915,0.1326,0.2938,0.1080]	expert_R_range (0.0094, 0.9393)	eps_len 73.74
[2022-11-15 02:11:01,264] 418	T_sample 18.91	T_update 5.01	ETA 10:30:13	expert_R_avg 0.4929 [0.6088,0.5705,0.4909,0.1330,0.2913,0.1091]	expert_R_range (0.0598, 0.9422)	eps_len 73.68
[2022-11-15 02:11:24,908] 419	T_sample 18.61	T_update 5.00	ETA 10:21:35	expert_R_avg 0.4900 [0.6081,0.5687,0.4832,0.1302,0.2904,0.1095]	expert_R_range (0.0329, 0.9402)	eps_len 73.38
[2022-11-15 02:11:48,741] 420	T_sample 18.77	T_update 5.01	ETA 10:25:59	expert_R_avg 0.4914 [0.6099,0.5690,0.4849,0.1288,0.2914,0.1091]	expert_R_range (0.0536, 0.9400)	eps_len 73.54
[2022-11-15 02:12:12,457] 421	T_sample 18.69	T_update 4.99	ETA 10:22:37	expert_R_avg 0.4904 [0.6080,0.5664,0.4850,0.1334,0.2886,0.1072]	expert_R_range (0.0082, 0.9394)	eps_len 73.47
[2022-11-15 02:12:36,418] 422	T_sample 18.93	T_update 4.99	ETA 10:28:42	expert_R_avg 0.4922 [0.6099,0.5677,0.4865,0.1374,0.2902,0.1073]	expert_R_range (0.0486, 0.9438)	eps_len 74.30
[2022-11-15 02:13:00,405] 423	T_sample 18.96	T_update 4.99	ETA 10:28:59	expert_R_avg 0.4931 [0.6106,0.5668,0.4881,0.1323,0.2943,0.1067]	expert_R_range (0.0190, 0.9452)	eps_len 73.84
[2022-11-15 02:13:24,111] 424	T_sample 18.69	T_update 4.98	ETA 10:21:13	expert_R_avg 0.4923 [0.6107,0.5679,0.4856,0.1331,0.2939,0.1051]	expert_R_range (0.0456, 0.9415)	eps_len 73.25
[2022-11-15 02:13:47,995] 425	T_sample 18.87	T_update 4.97	ETA 10:25:30	expert_R_avg 0.4929 [0.6100,0.5688,0.4891,0.1316,0.2936,0.1045]	expert_R_range (0.0078, 0.9418)	eps_len 73.67
[2022-11-15 02:14:11,824] 426	T_sample 18.81	T_update 4.98	ETA 10:23:40	expert_R_avg 0.4913 [0.6100,0.5661,0.4844,0.1304,0.2924,0.1051]	expert_R_range (0.0475, 0.9380)	eps_len 73.60
[2022-11-15 02:14:35,557] 427	T_sample 18.71	T_update 4.98	ETA 10:20:44	expert_R_avg 0.4972 [0.6135,0.5713,0.4966,0.1338,0.2949,0.1052]	expert_R_range (0.0307, 0.9375)	eps_len 73.49
[2022-11-15 02:14:59,492] 428	T_sample 18.89	T_update 5.00	ETA 10:25:38	expert_R_avg 0.4936 [0.6127,0.5680,0.4869,0.1321,0.2934,0.1041]	expert_R_range (0.0471, 0.9377)	eps_len 73.77
[2022-11-15 02:15:23,499] 429	T_sample 18.99	T_update 4.98	ETA 10:27:07	expert_R_avg 0.4949 [0.6145,0.5712,0.4881,0.1343,0.2935,0.1042]	expert_R_range (0.0352, 0.9435)	eps_len 73.47
[2022-11-15 02:15:47,765] 430	T_sample 19.24	T_update 4.98	ETA 10:33:19	expert_R_avg 0.4953 [0.6136,0.5692,0.4900,0.1309,0.2972,0.1041]	expert_R_range (0.0204, 0.9399)	eps_len 73.76
[2022-11-15 02:16:11,946] 431	T_sample 19.12	T_update 5.02	ETA 10:30:52	expert_R_avg 0.4940 [0.6121,0.5680,0.4900,0.1253,0.2949,0.1037]	expert_R_range (0.0413, 0.9375)	eps_len 73.85
[2022-11-15 02:16:35,688] 432	T_sample 18.73	T_update 4.97	ETA 10:18:59	expert_R_avg 0.4898 [0.6095,0.5646,0.4807,0.1276,0.2939,0.1021]	expert_R_range (0.0316, 0.9417)	eps_len 73.37
[2022-11-15 02:16:59,860] 433	T_sample 19.14	T_update 4.99	ETA 10:29:51	expert_R_avg 0.4930 [0.6125,0.5668,0.4857,0.1276,0.2957,0.1028]	expert_R_range (0.0243, 0.9403)	eps_len 72.76
[2022-11-15 02:17:23,918] 434	T_sample 19.05	T_update 4.97	ETA 10:26:27	expert_R_avg 0.4930 [0.6122,0.5679,0.4873,0.1318,0.2902,0.1017]	expert_R_range (0.0356, 0.9365)	eps_len 73.25
[2022-11-15 02:17:47,884] 435	T_sample 18.94	T_update 4.98	ETA 10:23:37	expert_R_avg 0.4933 [0.6143,0.5669,0.4833,0.1335,0.2947,0.1011]	expert_R_range (0.0368, 0.9415)	eps_len 73.40
[2022-11-15 02:18:12,064] 436	T_sample 19.12	T_update 5.02	ETA 10:28:49	expert_R_avg 0.4947 [0.6161,0.5693,0.4854,0.1297,0.2947,0.1011]	expert_R_range (0.0250, 0.9419)	eps_len 73.97
[2022-11-15 02:18:35,737] 437	T_sample 18.63	T_update 5.00	ETA 10:15:15	expert_R_avg 0.4955 [0.6163,0.5698,0.4875,0.1308,0.2952,0.1000]	expert_R_range (0.0249, 0.9390)	eps_len 73.23
[2022-11-15 02:18:59,278] 438	T_sample 18.50	T_update 5.00	ETA 10:11:22	expert_R_avg 0.4949 [0.6161,0.5676,0.4860,0.1320,0.2957,0.0983]	expert_R_range (0.0435, 0.9431)	eps_len 73.74
[2022-11-15 02:19:23,043] 439	T_sample 18.71	T_update 5.01	ETA 10:16:48	expert_R_avg 0.4983 [0.6181,0.5691,0.4915,0.1374,0.3004,0.0982]	expert_R_range (0.0324, 0.9405)	eps_len 73.82
[2022-11-15 02:19:47,302] 440	T_sample 19.20	T_update 5.01	ETA 10:29:08	expert_R_avg 0.4966 [0.6180,0.5689,0.4877,0.1319,0.2988,0.0971]	expert_R_range (0.0248, 0.9425)	eps_len 73.20
[2022-11-15 02:20:11,041] 441	T_sample 18.70	T_update 5.00	ETA 10:15:24	expert_R_avg 0.4973 [0.6192,0.5683,0.4881,0.1319,0.2983,0.0970]	expert_R_range (0.0288, 0.9443)	eps_len 73.93
[2022-11-15 02:20:35,680] 442	T_sample 19.59	T_update 5.01	ETA 10:38:20	expert_R_avg 0.4974 [0.6197,0.5675,0.4881,0.1343,0.2963,0.0956]	expert_R_range (0.0441, 0.9407)	eps_len 73.67
[2022-11-15 02:20:59,790] 443	T_sample 19.08	T_update 4.99	ETA 10:24:12	expert_R_avg 0.4988 [0.6198,0.5674,0.4910,0.1336,0.3023,0.0949]	expert_R_range (0.0356, 0.9385)	eps_len 73.33
[2022-11-15 02:21:23,740] 444	T_sample 18.94	T_update 4.97	ETA 10:19:37	expert_R_avg 0.4983 [0.6195,0.5651,0.4912,0.1307,0.2995,0.0942]	expert_R_range (0.0496, 0.9356)	eps_len 73.86
[2022-11-15 02:21:47,777] 445	T_sample 18.99	T_update 5.00	ETA 10:21:32	expert_R_avg 0.4953 [0.6185,0.5641,0.4829,0.1311,0.2996,0.0938]	expert_R_range (0.0435, 0.9367)	eps_len 73.66
[2022-11-15 02:22:11,829] 446	T_sample 19.03	T_update 4.99	ETA 10:21:31	expert_R_avg 0.4955 [0.6174,0.5650,0.4855,0.1326,0.2979,0.0940]	expert_R_range (0.0434, 0.9420)	eps_len 73.94
[2022-11-15 02:22:35,711] 447	T_sample 18.84	T_update 5.00	ETA 10:16:43	expert_R_avg 0.4969 [0.6177,0.5656,0.4889,0.1327,0.3004,0.0930]	expert_R_range (0.0109, 0.9394)	eps_len 73.99
[2022-11-15 02:22:59,534] 448	T_sample 18.79	T_update 4.99	ETA 10:14:46	expert_R_avg 0.4967 [0.6189,0.5652,0.4864,0.1352,0.2993,0.0925]	expert_R_range (0.0530, 0.9386)	eps_len 73.85
[2022-11-15 02:23:23,595] 449	T_sample 19.00	T_update 5.02	ETA 10:20:32	expert_R_avg 0.4979 [0.6191,0.5642,0.4902,0.1306,0.3013,0.0928]	expert_R_range (0.0371, 0.9414)	eps_len 73.70
[2022-11-15 02:23:47,618] 450	T_sample 18.97	T_update 5.01	ETA 10:19:00	expert_R_avg 0.4966 [0.6182,0.5647,0.4880,0.1336,0.2985,0.0916]	expert_R_range (0.0133, 0.9366)	eps_len 73.63
[2022-11-15 02:24:11,640] 451	T_sample 19.01	T_update 4.97	ETA 10:18:44	expert_R_avg 0.4993 [0.6197,0.5666,0.4930,0.1330,0.3032,0.0914]	expert_R_range (0.0244, 0.9404)	eps_len 73.84
[2022-11-15 02:24:35,633] 452	T_sample 18.96	T_update 5.00	ETA 10:17:35	expert_R_avg 0.4995 [0.6196,0.5635,0.4950,0.1311,0.3009,0.0911]	expert_R_range (0.0107, 0.9385)	eps_len 73.87
[2022-11-15 02:24:59,635] 453	T_sample 18.98	T_update 4.98	ETA 10:17:24	expert_R_avg 0.4957 [0.6197,0.5641,0.4823,0.1282,0.3028,0.0894]	expert_R_range (0.0353, 0.9382)	eps_len 73.39
[2022-11-15 02:25:23,587] 454	T_sample 18.91	T_update 5.00	ETA 10:15:44	expert_R_avg 0.4986 [0.6222,0.5659,0.4870,0.1299,0.3039,0.0902]	expert_R_range (0.0225, 0.9386)	eps_len 73.46
[2022-11-15 02:25:47,107] 455	T_sample 18.52	T_update 4.96	ETA 10:04:14	expert_R_avg 0.4997 [0.6230,0.5663,0.4904,0.1301,0.3007,0.0896]	expert_R_range (0.0196, 0.9399)	eps_len 73.72
[2022-11-15 02:26:11,369] 456	T_sample 19.23	T_update 4.99	ETA 10:22:54	expert_R_avg 0.4996 [0.6232,0.5654,0.4896,0.1296,0.3019,0.0896]	expert_R_range (0.0385, 0.9395)	eps_len 72.78
[2022-11-15 02:26:35,449] 457	T_sample 19.05	T_update 4.99	ETA 10:17:49	expert_R_avg 0.4988 [0.6226,0.5647,0.4876,0.1313,0.3022,0.0891]	expert_R_range (0.0451, 0.9351)	eps_len 73.87
[2022-11-15 02:26:59,343] 458	T_sample 18.84	T_update 5.01	ETA 10:12:35	expert_R_avg 0.4982 [0.6208,0.5626,0.4903,0.1291,0.2977,0.0894]	expert_R_range (0.0105, 0.9374)	eps_len 73.75
[2022-11-15 02:27:23,463] 459	T_sample 19.07	T_update 5.01	ETA 10:18:02	expert_R_avg 0.4981 [0.6204,0.5640,0.4890,0.1340,0.3011,0.0879]	expert_R_range (0.0333, 0.9458)	eps_len 73.73
[2022-11-15 02:27:47,561] 460	T_sample 19.06	T_update 5.00	ETA 10:16:54	expert_R_avg 0.4976 [0.6210,0.5654,0.4876,0.1319,0.2982,0.0880]	expert_R_range (0.0137, 0.9394)	eps_len 73.14
[2022-11-15 02:28:11,168] 461	T_sample 18.59	T_update 4.98	ETA 10:04:07	expert_R_avg 0.4968 [0.6207,0.5644,0.4862,0.1333,0.2955,0.0882]	expert_R_range (0.0110, 0.9376)	eps_len 73.36
[2022-11-15 02:28:34,919] 462	T_sample 18.71	T_update 4.99	ETA 10:07:19	expert_R_avg 0.5006 [0.6233,0.5646,0.4936,0.1308,0.2999,0.0879]	expert_R_range (0.0270, 0.9365)	eps_len 73.76
[2022-11-15 02:28:58,671] 463	T_sample 18.73	T_update 4.98	ETA 10:07:02	expert_R_avg 0.5001 [0.6230,0.5654,0.4923,0.1272,0.3010,0.0883]	expert_R_range (0.0386, 0.9403)	eps_len 73.13
[2022-11-15 02:29:22,224] 464	T_sample 18.51	T_update 5.00	ETA 10:01:31	expert_R_avg 0.5020 [0.6253,0.5652,0.4940,0.1336,0.3007,0.0876]	expert_R_range (0.0459, 0.9387)	eps_len 73.79
[2022-11-15 02:29:46,338] 465	T_sample 19.09	T_update 4.99	ETA 10:15:28	expert_R_avg 0.5000 [0.6243,0.5648,0.4902,0.1283,0.2998,0.0884]	expert_R_range (0.0256, 0.9397)	eps_len 73.74
[2022-11-15 02:30:10,369] 466	T_sample 18.99	T_update 5.00	ETA 10:12:56	expert_R_avg 0.5010 [0.6246,0.5643,0.4934,0.1271,0.2996,0.0882]	expert_R_range (0.0247, 0.9355)	eps_len 73.32
[2022-11-15 02:30:34,386] 467	T_sample 18.98	T_update 5.00	ETA 10:12:13	expert_R_avg 0.5016 [0.6250,0.5647,0.4934,0.1270,0.3036,0.0876]	expert_R_range (0.0371, 0.9371)	eps_len 73.91
[2022-11-15 02:30:58,308] 468	T_sample 18.87	T_update 5.01	ETA 10:09:21	expert_R_avg 0.5024 [0.6269,0.5654,0.4940,0.1296,0.2988,0.0881]	expert_R_range (0.0114, 0.9403)	eps_len 73.54
[2022-11-15 02:31:22,227] 469	T_sample 18.90	T_update 4.98	ETA 10:08:55	expert_R_avg 0.5024 [0.6266,0.5657,0.4940,0.1289,0.3002,0.0881]	expert_R_range (0.0309, 0.9390)	eps_len 73.83
[2022-11-15 02:31:45,956] 470	T_sample 18.72	T_update 4.96	ETA 10:03:32	expert_R_avg 0.5063 [0.6301,0.5681,0.4996,0.1316,0.3044,0.0876]	expert_R_range (0.0526, 0.9378)	eps_len 73.01
[2022-11-15 02:32:10,020] 471	T_sample 19.06	T_update 4.96	ETA 10:11:46	expert_R_avg 0.5055 [0.6289,0.5678,0.4989,0.1308,0.3054,0.0870]	expert_R_range (0.0324, 0.9373)	eps_len 73.39
[2022-11-15 02:32:33,889] 472	T_sample 18.87	T_update 4.96	ETA 10:06:28	expert_R_avg 0.5004 [0.6265,0.5641,0.4872,0.1289,0.3025,0.0859]	expert_R_range (0.0537, 0.9388)	eps_len 73.91
[2022-11-15 02:32:57,914] 473	T_sample 19.00	T_update 4.98	ETA 10:10:01	expert_R_avg 0.5008 [0.6279,0.5663,0.4857,0.1302,0.3037,0.0857]	expert_R_range (0.0454, 0.9419)	eps_len 73.41
[2022-11-15 02:33:21,761] 474	T_sample 18.83	T_update 4.97	ETA 10:05:04	expert_R_avg 0.4999 [0.6246,0.5620,0.4892,0.1295,0.3004,0.0860]	expert_R_range (0.0126, 0.9413)	eps_len 72.87
[2022-11-15 02:33:45,848] 475	T_sample 19.05	T_update 4.99	ETA 10:10:46	expert_R_avg 0.4998 [0.6251,0.5638,0.4884,0.1271,0.3016,0.0856]	expert_R_range (0.0159, 0.9385)	eps_len 73.78
[2022-11-15 02:34:10,123] 476	T_sample 19.24	T_update 4.99	ETA 10:15:11	expert_R_avg 0.5026 [0.6272,0.5654,0.4941,0.1284,0.3010,0.0849]	expert_R_range (0.0198, 0.9322)	eps_len 73.14
[2022-11-15 02:34:34,181] 477	T_sample 19.02	T_update 5.00	ETA 10:09:16	expert_R_avg 0.5011 [0.6279,0.5641,0.4875,0.1297,0.3026,0.0841]	expert_R_range (0.0253, 0.9380)	eps_len 73.27
[2022-11-15 02:34:58,200] 478	T_sample 18.98	T_update 5.00	ETA 10:07:51	expert_R_avg 0.5065 [0.6310,0.5683,0.4979,0.1313,0.3081,0.0845]	expert_R_range (0.0406, 0.9389)	eps_len 73.55
[2022-11-15 02:35:22,088] 479	T_sample 18.85	T_update 5.00	ETA 10:04:08	expert_R_avg 0.5013 [0.6271,0.5634,0.4902,0.1291,0.3007,0.0836]	expert_R_range (0.0238, 0.9376)	eps_len 73.18
[2022-11-15 02:35:45,657] 480	T_sample 18.56	T_update 4.96	ETA 9:55:30	expert_R_avg 0.5066 [0.6320,0.5676,0.4985,0.1337,0.3017,0.0833]	expert_R_range (0.0386, 0.9405)	eps_len 73.19
[2022-11-15 02:36:09,908] 481	T_sample 19.18	T_update 5.03	ETA 10:12:33	expert_R_avg 0.5024 [0.6275,0.5638,0.4940,0.1324,0.2970,0.0826]	expert_R_range (0.0255, 0.9403)	eps_len 73.76
[2022-11-15 02:36:34,220] 482	T_sample 19.30	T_update 4.97	ETA 10:13:40	expert_R_avg 0.5020 [0.6286,0.5630,0.4906,0.1315,0.2989,0.0817]	expert_R_range (0.0203, 0.9379)	eps_len 73.57
[2022-11-15 02:36:58,090] 483	T_sample 18.85	T_update 4.98	ETA 10:02:07	expert_R_avg 0.5038 [0.6290,0.5642,0.4955,0.1341,0.2989,0.0817]	expert_R_range (0.0284, 0.9372)	eps_len 73.83
[2022-11-15 02:37:21,953] 484	T_sample 18.85	T_update 4.97	ETA 10:01:31	expert_R_avg 0.5049 [0.6292,0.5642,0.4985,0.1348,0.2988,0.0822]	expert_R_range (0.0109, 0.9350)	eps_len 73.72
[2022-11-15 02:37:46,028] 485	T_sample 19.06	T_update 4.98	ETA 10:06:27	expert_R_avg 0.5061 [0.6307,0.5653,0.4994,0.1350,0.3003,0.0819]	expert_R_range (0.0008, 0.9394)	eps_len 73.98
[2022-11-15 02:38:10,175] 486	T_sample 19.09	T_update 5.01	ETA 10:07:54	expert_R_avg 0.5061 [0.6320,0.5639,0.4982,0.1344,0.2988,0.0812]	expert_R_range (0.0054, 0.9372)	eps_len 73.05
[2022-11-15 02:38:34,163] 487	T_sample 18.98	T_update 4.97	ETA 10:03:28	expert_R_avg 0.5059 [0.6329,0.5666,0.4962,0.1336,0.2991,0.0808]	expert_R_range (0.0242, 0.9379)	eps_len 73.62
[2022-11-15 02:38:57,781] 488	T_sample 18.60	T_update 4.98	ETA 9:53:47	expert_R_avg 0.5064 [0.6329,0.5660,0.4979,0.1361,0.2981,0.0799]	expert_R_range (0.0078, 0.9370)	eps_len 73.69
[2022-11-15 02:39:21,652] 489	T_sample 18.84	T_update 4.99	ETA 9:59:43	expert_R_avg 0.5036 [0.6310,0.5642,0.4918,0.1320,0.2994,0.0799]	expert_R_range (0.0154, 0.9341)	eps_len 73.29
[2022-11-15 02:39:45,484] 490	T_sample 18.79	T_update 4.99	ETA 9:58:12	expert_R_avg 0.5014 [0.6303,0.5628,0.4865,0.1317,0.2980,0.0787]	expert_R_range (0.0345, 0.9341)	eps_len 73.58
[2022-11-15 02:40:09,241] 491	T_sample 18.74	T_update 4.98	ETA 9:56:06	expert_R_avg 0.5068 [0.6343,0.5664,0.4963,0.1335,0.3006,0.0804]	expert_R_range (0.0077, 0.9356)	eps_len 73.48
[2022-11-15 02:40:33,088] 492	T_sample 18.84	T_update 4.96	ETA 9:57:56	expert_R_avg 0.5054 [0.6340,0.5666,0.4921,0.1341,0.3004,0.0802]	expert_R_range (0.0544, 0.9337)	eps_len 73.93
[2022-11-15 02:40:57,029] 493	T_sample 18.90	T_update 5.00	ETA 9:59:55	expert_R_avg 0.5057 [0.6336,0.5662,0.4940,0.1322,0.3007,0.0796]	expert_R_range (0.0448, 0.9421)	eps_len 73.50
[2022-11-15 02:41:21,113] 494	T_sample 19.02	T_update 5.02	ETA 10:03:06	expert_R_avg 0.5095 [0.6369,0.5676,0.4987,0.1358,0.3070,0.0786]	expert_R_range (0.0185, 0.9389)	eps_len 73.51
[2022-11-15 02:41:45,066] 495	T_sample 18.94	T_update 4.97	ETA 9:59:26	expert_R_avg 0.5066 [0.6346,0.5657,0.4952,0.1296,0.3030,0.0785]	expert_R_range (0.0045, 0.9365)	eps_len 73.78
[2022-11-15 02:42:09,111] 496	T_sample 19.03	T_update 4.97	ETA 10:01:19	expert_R_avg 0.5086 [0.6368,0.5669,0.4980,0.1322,0.3032,0.0786]	expert_R_range (0.0169, 0.9394)	eps_len 73.46
[2022-11-15 02:42:33,173] 497	T_sample 19.04	T_update 4.98	ETA 10:01:20	expert_R_avg 0.5075 [0.6366,0.5666,0.4945,0.1303,0.3046,0.0782]	expert_R_range (0.0369, 0.9393)	eps_len 74.08
[2022-11-15 02:42:56,976] 498	T_sample 18.76	T_update 5.00	ETA 9:54:25	expert_R_avg 0.5069 [0.6346,0.5662,0.4958,0.1318,0.3040,0.0780]	expert_R_range (0.0301, 0.9343)	eps_len 74.06
[2022-11-15 02:43:20,893] 499	T_sample 18.89	T_update 4.98	ETA 9:56:55	expert_R_avg 0.5112 [0.6398,0.5690,0.5005,0.1354,0.3050,0.0774]	expert_R_range (0.0336, 0.9374)	eps_len 73.65
[2022-11-15 02:43:44,828] 500	T_sample 18.91	T_update 4.98	ETA 9:56:50	expert_R_avg 0.5088 [0.6374,0.5678,0.4976,0.1273,0.3063,0.0765]	expert_R_range (0.0190, 0.9365)	eps_len 73.65
[2022-11-15 02:44:08,588] 501	T_sample 18.73	T_update 4.99	ETA 9:52:12	expert_R_avg 0.5113 [0.6394,0.5689,0.5021,0.1290,0.3060,0.0779]	expert_R_range (0.0416, 0.9388)	eps_len 74.40
[2022-11-15 02:44:32,460] 502	T_sample 18.80	T_update 5.03	ETA 9:54:32	expert_R_avg 0.5061 [0.6350,0.5633,0.4941,0.1300,0.3000,0.0772]	expert_R_range (0.0538, 0.9363)	eps_len 73.92
